ACK Flag Count,Bwd Packets/s,Destination Port,FIN Flag Count,Flow Bytes/s,Flow Duration,Flow Packets/s,Fwd Header Length,Fwd PSH Flags,Max Packet Length,Min Packet Length,PSH Flag Count,Protocol,RST Flag Count,Total Backward Packets,Total Fwd Packets,Total Length of Bwd Packets,Total Length of Fwd Packets,URG Flag Count,true_binary,pred_binary,true_attack_label,error_type
1,0.502607023,41973,0,3.618770563,9948130,0.603128427,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
1,0.0,9401,0,36815.06849,1168,2568.493151,60,0,31,6,0,6,0,0,3,0,43,0,0,0,BENIGN,Correct
1,0.0,443,0,0.0,254,7874.015748,64,0,0,0,0,6,0,0,2,0,0,0,0,0,BENIGN,Correct
1,1.027127991,54197,0,7.189895937,5841531,1.198315989,20,0,6,6,0,6,0,6,1,36,6,1,0,0,BENIGN,Correct
1,8.023106547,80,0,0.0,124640,16.04621309,32,0,0,0,0,6,0,1,1,0,0,1,0,0,BENIGN,Correct
1,0.060524019,80,0,141.1056988,82611830,0.15736245,172,0,5840,0,0,6,0,5,8,11601,56,0,1,1,DDoS,Correct
1,0.0,80,0,2.445800052,9812740,0.407633342,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,1.027658046,54200,0,7.193606323,5838518,1.198934387,20,0,6,6,0,6,0,6,1,36,6,1,0,0,BENIGN,Correct
1,0.56008169,56718,0,131.1524624,10712723,0.653428638,20,1,1375,0,0,6,0,6,1,30,1375,1,0,0,BENIGN,Correct
1,0.097817972,56802,0,126.8264354,92007632,0.173898617,152,0,5840,0,0,6,0,9,7,62,11607,1,0,0,BENIGN,Correct
0,5.797227476,80,0,16859.78681,689985,10.14514808,72,0,11595,0,1,6,0,4,3,11607,26,0,1,1,DDoS,Correct
1,9.157341441,443,0,0.0,109202,18.31468288,32,0,0,0,0,6,0,1,1,0,0,1,0,0,BENIGN,Correct
0,10.79033833,50977,0,62762.0029,185351,48.55652249,164,0,5840,0,1,6,0,2,7,26,11607,0,0,0,BENIGN,Correct
0,4.102803117,80,0,9545.581732,1218679,6.564484987,72,0,7215,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
0,11.39255793,80,0,26505.92527,438883,18.22809268,72,0,10135,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
0,6.535285641,80,0,18996.44154,612062,11.43674987,72,0,5840,0,1,6,0,4,3,11601,26,0,1,1,DDoS,Correct
1,2.410500526,50658,0,17.35560379,2074258,2.892600631,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
1,0.793919088,24243,0,5.716217433,6297871,0.952702905,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
1,0.0,56994,0,0.0,47,42553.19149,64,0,0,0,0,6,0,0,2,0,0,0,0,0,BENIGN,Correct
0,83.3437513,53,0,11334.75018,23997,166.6875026,40,0,100,36,0,17,0,2,2,200,72,0,0,0,BENIGN,Correct
1,0.0,80,0,5.761125032,4165853,0.960187505,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,1.307762907,63013,0,9.415892929,3823323,1.569315488,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
0,20.87377627,53,0,3819.901058,47907,41.74755255,20,0,124,59,0,17,0,1,1,124,59,0,0,0,BENIGN,Correct
1,142857.1429,389,0,1071428.571,28,178571.4286,20,0,6,6,0,6,0,4,1,24,6,1,0,0,BENIGN,Correct
0,8.055724129,80,0,15610.65074,744812,12.08358619,72,0,7300,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
1,2.420150756,35667,0,17.42508544,2065987,2.904180907,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
1,0.0,80,0,2.401261383,9994747,0.40021023,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
0,5.082157308,80,0,9848.373837,1180601,7.623235962,72,0,5840,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
1,0.063812985,80,0,148.9267441,78353959,0.178676358,192,0,10135,0,0,6,0,5,9,11607,62,0,1,1,DDoS,Correct
1,1.000478062,23102,0,7.003346432,5997133,1.167224405,20,0,6,6,0,6,0,6,1,36,6,1,0,0,BENIGN,Correct
0,5.191249975,80,0,10064.96849,1155791,7.786874963,72,0,5840,0,1,6,0,6,3,11607,26,0,1,1,DDoS,Correct
1,0.0,80,0,5.684041202,5277935,0.9473402,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,62.57528589,80,0,181984.5752,63923,109.5067503,72,0,11595,0,1,6,0,4,3,11607,26,0,1,1,DDoS,Correct
1,0.0,80,0,11.90495087,2519960,1.984158479,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
1,0.0,80,0,4.53297684,7941801,0.75549614,120,0,6,6,0,6,0,0,6,0,36,0,1,1,DDoS,Correct
1,0.506115905,32314,0,3.644034513,9879160,0.607339086,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
1,0.082397914,80,0,160.1678127,72817377,0.1922618,172,0,5840,0,0,6,0,6,8,11607,56,0,1,1,DDoS,Correct
1,0.0,80,0,7.592981756,3951017,1.265496959,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,0.135674996,443,0,23.21851427,110558323,0.271349991,312,0,517,0,1,6,0,15,15,1005,1562,0,0,0,BENIGN,Correct
1,0.122030071,55862,0,158.30012,73752313,0.189824555,112,0,11595,0,0,6,0,9,5,62,11613,1,0,0,BENIGN,Correct
1,0.063418439,80,0,147.8537494,78841423,0.164887942,172,0,7300,0,0,6,0,5,8,11601,56,0,1,1,DDoS,Correct
1,0.443051765,60633,0,3.189972711,11285363,0.531662118,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
0,93.92846408,80,0,218421.2504,53232,150.2855425,72,0,5840,0,1,6,0,5,3,11601,26,0,1,1,DDoS,Correct
1,7.228306046,34762,0,50.59814233,830070,8.433023721,20,0,6,6,0,6,0,6,1,36,6,1,0,0,BENIGN,Correct
1,0.0,80,0,5.082286453,5902855,0.847047742,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
1,0.0,80,0,7.121856146,3369908,1.186976024,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,0.115908692,52948,0,135.3233975,86274807,0.185453907,132,0,8760,0,0,6,0,10,6,68,11607,1,0,0,BENIGN,Correct
0,2.74753052,80,0,6392.404507,1819816,4.396048831,72,0,5840,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
1,0.0,80,0,7.62118397,3149117,1.270197328,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
0,3.620517618,80,0,8419.151669,1381018,5.792828189,72,0,8760,0,1,6,0,5,3,11601,26,0,1,1,DDoS,Correct
1,0.0,80,0,5.109098845,5871877,0.851516474,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,2.720690141,80,0,6329.957682,1837769,4.353104226,72,0,7215,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
0,9345.794393,53,0,429906.5421,214,18691.58879,64,0,23,23,0,17,0,2,2,46,46,0,0,0,BENIGN,Correct
1,0.0,80,0,4.057570844,5914869,0.676261807,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,0.0,80,0,2.945585102,8147787,0.49093085,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,4.123362767,20390,0,965.5541147,1455123,4.810589895,20,1,1375,0,0,6,0,6,1,30,1375,1,0,0,BENIGN,Correct
1,0.072584774,80,0,141.0927038,82661964,0.169364473,172,0,5840,0,0,6,0,6,8,11607,56,0,1,1,DDoS,Correct
1,52.79923969,64078,0,204737.8518,56819,123.1982259,92,0,11595,0,1,6,0,3,4,26,11607,0,0,0,BENIGN,Correct
0,10.10541633,80,0,19592.71804,593741,15.1581245,72,0,5840,0,1,6,0,6,3,11607,26,0,1,1,DDoS,Correct
0,10989.01099,53,0,1472527.473,182,21978.02198,64,0,102,32,0,17,0,2,2,204,64,0,0,0,BENIGN,Correct
1,0.0,80,0,3.227269133,9295785,0.537878189,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,20.83203133,53,0,3437.28517,48003,41.66406266,32,0,121,44,0,17,0,1,1,121,44,0,0,0,BENIGN,Correct
0,68.44158511,53,0,5749.093149,29222,136.8831702,64,0,50,34,0,17,0,2,2,100,68,0,0,0,BENIGN,Correct
0,2.283455622,80,0,6640.859812,1751731,3.996047338,72,0,11595,0,1,6,0,4,3,11607,26,0,1,1,DDoS,Correct
0,19.85249596,53,0,2719.791946,100743,39.70499191,40,0,101,36,0,17,0,2,2,202,72,0,0,0,BENIGN,Correct
0,3.515914788,80,0,10225.15918,1137684,6.15285088,72,0,11595,0,1,6,0,4,3,11607,26,0,1,1,DDoS,Correct
0,226.4578222,80,0,438837.5165,26495,339.6867333,72,0,5840,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
1,0.0,80,0,12.26318637,1957077,2.043864396,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
0,32.64346804,53,0,7050.989097,30634,65.28693608,32,0,149,67,0,17,0,1,1,149,67,0,0,0,BENIGN,Correct
1,0.062407903,80,0,145.4977853,80118058,0.162260548,172,0,4380,0,0,6,0,5,8,11601,56,0,1,1,DDoS,Correct
1,0.0,80,0,2.961572998,10129752,0.4935955,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
1,0.236316674,443,0,42.77331796,4231610,1.417900043,100,1,46,6,0,6,0,1,5,46,135,0,0,0,BENIGN,Correct
0,5.492815397,80,0,15974.48038,728224,9.612426946,72,0,11595,0,1,6,0,4,3,11607,26,0,1,1,DDoS,Correct
1,0.068326593,80,0,159.3786106,73177950,0.177649142,172,0,10135,0,0,6,0,5,8,11607,56,0,1,1,DDoS,Correct
0,9345.794393,53,0,1056074.766,214,18691.58879,40,0,81,32,0,17,0,2,2,162,64,0,0,0,BENIGN,Correct
0,6.317418703,80,0,18363.15681,633170,11.05548273,72,0,8760,0,1,6,0,4,3,11601,26,0,1,1,DDoS,Correct
0,8.602354034,80,0,25017.79612,464989,15.05411956,72,0,11595,0,1,6,0,4,3,11607,26,0,1,1,DDoS,Correct
0,31.68367024,53,0,9061.529688,31562,63.36734047,32,0,207,79,0,17,0,1,1,207,79,0,0,0,BENIGN,Correct
1,0.0,80,0,3.674292579,8164837,0.612382097,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
1,0.0,80,0,14.4521062,2075822,2.408684367,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,24.31354751,80,0,47115.60281,246776,36.47032126,72,0,4380,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
0,203.5692475,80,0,394483.2734,29474,305.3538712,72,0,5840,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
1,0.0,80,0,4.597054391,6525918,0.766175732,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
1,0.049075958,80,0,114.4745788,101882882,0.12759749,172,0,5840,0,0,6,0,5,8,11607,56,0,1,1,DDoS,Correct
0,148.4670774,80,0,287555.9845,40413,197.9561032,52,0,7300,0,1,6,0,6,2,11601,20,0,1,1,DDoS,Correct
0,7722.007722,53,0,1243243.243,259,15444.01544,80,0,129,32,0,17,0,2,2,258,64,0,0,0,BENIGN,Correct
0,39.07471085,49846,0,227160.8315,51184,136.761488,124,0,8760,0,1,6,0,2,5,26,11601,0,0,0,BENIGN,Correct
1,0.621440827,24740,0,4.35008579,9654982,0.725014298,20,0,6,6,0,6,0,6,1,36,6,1,0,0,BENIGN,Correct
0,3.638123165,80,0,8464.457356,1374335,5.820997064,72,0,8675,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
0,24.39262367,56229,0,141879.6956,81992,97.57049468,144,0,10135,0,1,6,0,2,6,26,11607,0,0,0,BENIGN,Correct
0,3.401528307,80,0,2735.509064,2939855,7.483362275,252,0,3200,0,1,6,0,10,12,3009,5033,0,0,0,BENIGN,Correct
0,2.771057962,59536,0,16109.54546,721746,9.698702868,124,0,7215,0,1,6,0,2,5,26,11601,0,0,0,BENIGN,Correct
0,20.9065061,53,0,3658.638568,47832,41.81301221,32,0,121,54,0,17,0,1,1,121,54,0,0,0,BENIGN,Correct
0,6.958303065,80,0,16189.18791,718566,11.1332849,72,0,5840,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
0,2.375050099,80,0,6903.676874,1684175,4.156337673,72,0,8760,0,1,6,0,4,3,11601,26,0,1,1,DDoS,Correct
0,56.69898509,80,0,131847.8199,88185,90.71837614,72,0,7300,0,1,6,0,5,3,11601,26,0,1,1,DDoS,Correct
1,0.0,80,0,7.107051142,3376928,1.184508524,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,0.512139394,33552,0,3.687403635,9762967,0.614567272,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
0,14184.39716,53,0,1617021.277,141,28368.79433,40,0,65,49,0,17,0,2,2,130,98,0,0,0,BENIGN,Correct
0,27.02629659,80,0,78558.6876,148004,47.29601903,72,0,8760,0,1,6,0,4,3,11601,26,0,1,1,DDoS,Correct
1,0.0,80,0,9056.603774,1325,1509.433962,40,0,6,6,0,6,0,0,2,0,12,0,0,0,BENIGN,Correct
0,0.907827378,443,0,665.2559029,5507655,2.360351184,172,0,1774,0,1,6,0,5,8,3291,373,0,0,0,BENIGN,Correct
0,20.92706916,53,0,3976.143141,47785,41.85413833,20,0,137,53,0,17,0,1,1,137,53,0,0,0,BENIGN,Correct
0,83.86799178,53,0,11238.3109,23847,167.7359836,40,0,101,33,0,17,0,2,2,202,66,0,0,0,BENIGN,Correct
1,22727.27273,10208,0,272727.2727,44,45454.54545,20,0,6,6,0,6,0,1,1,6,6,1,0,0,BENIGN,Correct
1,0.0,80,0,7.461001346,4020908,1.243500224,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
1,0.498198266,80,0,1162.097275,10036165,1.295315492,172,0,10135,0,0,6,0,5,8,11607,56,0,1,1,DDoS,Correct
1,0.496713989,32004,0,3.576340718,10066155,0.596056786,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
1,0.57348157,56772,0,4.129067303,8718676,0.688177884,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
1,0.070425379,80,0,164.3587495,70997133,0.197191061,192,0,5840,0,0,6,0,5,9,11607,62,0,1,1,DDoS,Correct
0,0.162923006,443,0,50.45468252,116619503,0.351570697,712,0,1448,0,1,6,0,19,22,4828,1056,0,0,0,BENIGN,Correct
0,3.356677909,80,0,7809.646824,1489568,5.370684655,72,0,8760,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
1,0.074201234,80,0,144.2348319,80861189,0.173136212,172,0,5840,0,0,6,0,6,8,11607,56,0,1,1,DDoS,Correct
1,0.664636712,443,0,62.60588855,69210742,1.228133055,780,1,205,6,0,6,0,46,39,1585,2748,0,0,0,BENIGN,Correct
1,0.044494393,80,0,129.8012676,89898968,0.144606777,192,0,11595,0,0,6,0,4,9,11607,62,0,1,1,DDoS,Correct
0,0.129195645,80,0,15.97719473,116102985,0.284230418,372,0,618,0,1,6,0,15,18,1241,614,0,0,0,BENIGN,Correct
1,0.088717969,64199,0,115.0277762,101445063,0.147863282,132,0,4380,0,0,6,0,9,6,62,11607,1,0,0,BENIGN,Correct
0,9.241900135,80,0,15350.79612,757420,13.20271448,72,0,4380,0,1,6,0,7,3,11601,26,0,1,1,DDoS,Correct
1,0.597762575,28152,0,4.303890538,8364525,0.71731509,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
1,0.623799122,35474,0,4.366593852,9618481,0.727765642,20,0,6,6,0,6,0,6,1,36,6,1,0,0,BENIGN,Correct
1,0.0,80,0,14.17796178,2115960,2.362993629,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,9.29182366,80,0,2536.667859,430486,16.2606914,104,0,671,0,1,6,0,4,3,421,671,0,0,0,BENIGN,Correct
1,0.06181892,80,0,144.1246303,80881387,0.160729192,172,0,4380,0,0,6,0,5,8,11601,56,0,1,1,DDoS,Correct
0,10695.18717,53,0,1251336.898,187,21390.37433,40,0,76,41,0,17,0,2,2,152,82,0,0,0,BENIGN,Correct
1,0.0,80,0,5.949571433,4033904,0.991595239,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,0.0,80,0,7.099057647,4225913,1.183176275,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,63.17651518,80,0,122425.557,94972,94.76477278,72,0,5755,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
0,6.073258683,80,0,17662.55456,658625,10.6282027,72,0,11595,0,1,6,0,4,3,11607,26,0,1,1,DDoS,Correct
0,0.383201518,80,0,212.6129758,15657558,0.766403037,204,0,1448,0,1,6,0,6,6,2960,369,0,0,0,BENIGN,Correct
1,0.0,80,0,2.451960726,9788085,0.408660121,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,0.0,80,0,46.43991604,645996,7.739986006,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
1,0.603369638,80,0,1172.850015,9944153,1.40786249,172,0,4380,0,0,6,0,6,8,11607,56,0,1,1,DDoS,Correct
1,0.0,80,0,9.944657978,3016695,1.657442996,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,3.193869814,80,0,7430.857509,1565499,5.110191702,72,0,7300,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
1,0.0,80,0,11.47244534,2091969,1.912074223,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,0.756521442,50553,0,5.446954381,6609198,0.90782573,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
1,2.589766486,59891,0,18.6463187,1930676,3.107719783,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
1,0.596796694,80,0,1160.073307,10053675,1.392525619,172,0,4380,0,0,6,0,6,8,11607,56,0,1,1,DDoS,Correct
0,1.137964546,62129,0,6615.556886,1757524,4.551858182,144,0,8760,0,1,6,0,2,6,26,11601,0,0,0,BENIGN,Correct
1,0.0,58067,0,1693877.551,49,61224.4898,60,1,46,6,0,6,0,0,3,0,83,0,0,0,BENIGN,Correct
1,0.122129408,56172,0,158.4289816,73692325,0.203549013,132,0,7215,0,0,6,0,9,6,62,11613,1,0,0,BENIGN,Correct
1,0.816306939,42990,0,5.877409963,6125147,0.979568327,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
0,33.03055326,53,0,5483.071841,30275,66.06110652,32,0,111,55,0,17,0,1,1,111,55,0,0,0,BENIGN,Correct
0,80.84597225,80,0,187999.2239,61846,129.3535556,72,0,7300,0,1,6,0,5,3,11601,26,0,1,1,DDoS,Correct
1,0.254706326,37371,0,59.64373123,23556541,0.29715738,20,1,1375,0,0,6,0,6,1,30,1375,1,0,0,BENIGN,Correct
0,54.76601221,49848,0,318382.212,36519,191.6810427,124,0,8760,0,1,6,0,2,5,26,11601,0,0,0,BENIGN,Correct
1,0.389249581,51450,0,108.9120326,12845229,0.467099497,20,1,1375,0,0,6,0,5,1,24,1375,1,0,0,BENIGN,Correct
0,2.718931047,80,0,6325.864974,1838958,4.350289675,72,0,7215,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
1,0.0,80,0,3.344193416,8970773,0.557365569,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
1,0.053108894,80,0,123.8180748,94146190,0.138083124,172,0,5840,0,0,6,0,5,8,11601,56,0,1,1,DDoS,Correct
0,3.926347994,80,0,9130.329625,1273448,6.28215679,72,0,7300,0,1,6,0,5,3,11601,26,0,1,1,DDoS,Correct
1,0.0,80,0,4.787852643,6265857,0.797975441,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,176.0873393,80,0,341227.9157,34074,264.131009,72,0,4380,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
1,31.01256009,80,0,0.0,32245,62.02512017,32,0,0,0,0,6,0,1,1,0,0,1,0,0,BENIGN,Correct
0,22.11704339,80,0,51457.51316,226070,35.38726943,72,0,10135,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
1,0.0,59440,0,4000000.0,3,666666.6667,40,0,6,6,0,6,0,0,2,0,12,0,0,0,BENIGN,Correct
1,0.0,80,0,0.0,219,9132.420091,64,0,0,0,0,6,0,0,2,0,0,0,0,0,BENIGN,Correct
0,2.17221541,80,0,6314.087143,1841438,3.801376967,72,0,8760,0,1,6,0,4,3,11601,26,0,1,1,DDoS,Correct
1,0.0,80,0,1083.815029,11072,180.6358382,40,0,6,6,0,6,0,0,2,0,12,0,0,0,BENIGN,Correct
1,0.0,55542,0,4888.03001,8797,341.0253496,60,0,31,6,0,6,0,0,3,0,43,0,0,0,BENIGN,Correct
0,9615.384615,53,0,1288461.538,208,19230.76923,64,0,102,32,0,17,0,2,2,204,64,0,0,0,BENIGN,Correct
0,41.22266422,53,0,5441.391677,48517,82.44532844,64,0,99,33,0,17,0,2,2,198,66,0,0,0,BENIGN,Correct
0,55.04587156,80,0,106669.7248,109000,82.56880734,72,0,5840,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
0,41.13152834,80,0,119559.07,97249,71.9801746,72,0,8760,0,1,6,0,4,3,11601,26,0,1,1,DDoS,Correct
1,0.076429026,80,0,148.5652883,78504206,0.178334394,172,0,5840,0,0,6,0,6,8,11607,56,0,1,1,DDoS,Correct
1,0.094455166,80,0,157.2948386,74109234,0.202403927,172,0,2920,0,0,6,0,7,8,11601,56,0,1,1,DDoS,Correct
0,9.594120723,80,0,2564.028763,416922,16.78971126,104,0,648,0,1,6,0,4,3,421,648,0,0,0,BENIGN,Correct
0,0.32432727,80,0,213.6235616,9249916,0.756763629,100,0,1663,0,1,6,0,3,4,1669,307,0,0,0,BENIGN,Correct
0,7.705703762,53,0,2797.170466,259548,23.11711129,80,0,265,49,0,17,0,2,4,530,196,0,0,0,BENIGN,Correct
1,0.659737227,28606,0,4.750108032,7578775,0.791684672,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
1,0.0,80,0,6.181897385,4852879,1.030316231,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,6.327279814,80,0,14721.04921,790229,10.1236477,72,0,5840,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
0,238.8344877,80,0,462821.4314,25122,358.2517316,72,0,4380,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
1,0.0,80,0,882.3010411,34002,147.0501735,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,92.22114631,80,0,268063.817,43374,161.387006,72,0,8760,0,1,6,0,4,3,11601,26,0,1,1,DDoS,Correct
0,45.21817771,58831,0,263011.5306,44230,158.263622,124,0,11595,0,1,6,0,2,5,26,11607,0,0,0,BENIGN,Correct
0,5.784927949,80,0,11216.01114,1037178,8.677391923,72,0,4380,0,1,6,0,6,3,11607,26,0,1,1,DDoS,Correct
1,0.0,80,0,2.659870402,11278745,0.443311734,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,9.200732378,53,0,1766.540617,108687,18.40146476,20,0,145,47,0,17,0,1,1,145,47,0,0,0,BENIGN,Correct
0,4.587265384,80,0,10672.73164,1089974,7.339624615,72,0,10135,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
0,32.42910188,53,0,4896.794383,61673,97.28730563,128,0,91,30,0,17,0,2,4,182,120,0,0,0,BENIGN,Correct
0,1.625101027,443,0,2873.220285,71995524,2.916847997,3008,0,4194,0,1,6,0,117,93,205246,1613,0,0,0,BENIGN,Correct
1,0.0,80,0,14.87924562,1612985,2.47987427,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,0.073029788,80,0,141.884706,82158256,0.170402838,172,0,4380,0,0,6,0,6,8,11601,56,0,1,1,DDoS,Correct
1,0.0,80,0,4.480240738,5356855,0.74670679,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
1,0.0,80,0,4.565639514,6570821,0.760939919,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
1,0.0,80,0,5.090807275,5892975,0.848467879,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
1,0.0,80,0,5.915809162,4056926,0.985968194,80,0,6,6,0,6,0,0,4,0,24,0,1,1,DDoS,Correct
0,22.39530908,443,0,45756.63425,18887884,37.27257114,5632,0,5840,0,1,6,0,423,281,856309,7937,0,0,0,BENIGN,Correct
1,0.06107315,80,0,142.4592303,81869037,0.171004821,192,0,5840,0,0,6,0,5,9,11601,62,0,1,1,DDoS,Correct
0,41.24833975,80,0,95918.88926,121217,65.99734361,72,0,5840,0,1,6,0,5,3,11601,26,0,1,1,DDoS,Correct
1,0.527659934,16282,0,3.957449503,7580640,0.659574917,20,0,6,6,0,6,0,4,1,24,6,1,0,0,BENIGN,Correct
0,222.9530127,80,0,648068.6695,17941,390.1677721,72,0,8760,0,1,6,0,4,3,11601,26,0,1,1,DDoS,Correct
0,11.1816591,80,0,21668.19172,536593,16.77248865,72,0,4380,0,1,6,0,6,3,11601,26,0,1,1,DDoS,Correct
0,39.02743629,80,0,90801.23327,128115,62.44389806,72,0,7215,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
0,79.26285544,80,0,230397.3051,50465,138.709997,72,0,8760,0,1,6,0,4,3,11601,26,0,1,1,DDoS,Correct
0,1.381364836,443,0,1283.879946,5067452,3.157405339,192,0,2636,0,1,6,0,7,9,6121,385,0,0,0,BENIGN,Correct
1,1.798435002,50187,0,12.58904501,3336234,2.098174169,20,0,6,6,0,6,0,6,1,36,6,1,0,0,BENIGN,Correct
0,8771.929825,53,0,1280701.754,228,17543.85965,40,0,113,33,0,17,0,2,2,226,66,0,0,0,BENIGN,Correct
1,0.0,80,0,3.544923935,8462805,0.590820656,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,0.244757546,443,0,116.4739971,65370814,0.489515092,520,0,1681,0,1,6,0,16,16,6840,774,0,0,0,BENIGN,Correct
1,2.395349573,54280,0,17.24651692,2087378,2.874419487,20,0,6,6,0,6,0,5,1,30,6,1,0,0,BENIGN,Correct
0,8.367514631,80,0,19467.85954,597549,13.38802341,72,0,7215,0,1,6,0,5,3,11607,26,0,1,1,DDoS,Correct
1,0.12378411,54880,0,160.5754982,72707232,0.19255306,112,0,11595,0,0,6,0,9,5,62,11613,1,0,0,BENIGN,Correct
1,0.0,80,0,12.64243814,2372960,2.107073023,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,298.1340006,443,0,570596.5342,187835,553.6774297,1208,0,4344,0,1,6,0,56,48,105841,1337,0,0,0,BENIGN,Correct
1,86.86587908,139,0,0.0,11512,173.7317582,32,0,0,0,0,6,0,1,1,0,0,1,0,0,BENIGN,Correct
0,5.233773014,80,0,15221.12037,764267,9.159102774,72,0,11595,0,1,6,0,4,3,11607,26,0,1,1,DDoS,Correct
1,0.0,80,0,3.23457284,9274795,0.539095473,100,0,6,6,0,6,0,0,5,0,30,0,1,1,DDoS,Correct
0,0.845513186,80,0,3.382052743,3548141,1.691026371,84,0,6,0,1,6,0,3,3,6,6,0,0,0,BENIGN,Correct
