Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Label
172.16.0.1,52977,192.168.10.50,80,6,07/07/2017 04:08,6806895,4,0,24,0,3.52583667,0.587639445,0,0,0,0,80,0,0.587639445,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,53889,192.168.10.50,80,6,07/07/2017 04:07,88583377,9,6,62,11601,131.6612709,0.169331996,0,0,0,0,192,132,0.101599197,0.067732798,0,5840,0,0,0,0,1,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,58502,6,07/07/2017 04:10,692182,5,2,11601,26,16797.60525,10.11294717,0,0,0,0,124,40,7.223533695,2.889413478,0,10135,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,28241,192.168.10.50,80,6,07/07/2017 04:06,4371896,5,0,30,0,6.862011356,1.143668559,0,0,0,0,100,0,1.143668559,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,59129,6,07/07/2017 04:10,1673629,5,2,11601,26,6947.178855,4.182527908,0,0,0,0,124,40,2.987519934,1.195007974,0,8760,0,0,0,1,0,0,0,0,BENIGN
192.168.10.16,39618,172.217.11.46,443,6,07/07/2017 04:19,4195468,5,2,123,46,40.28156096,1.668467022,1,0,0,0,160,64,1.191762159,0.476704863,0,46,0,1,0,0,1,0,0,0,BENIGN
192.168.10.16,47288,31.13.80.36,443,6,07/07/2017 04:01,4781,2,1,12,6,3764.90274,627.48379,0,0,0,0,40,20,418.3225267,209.1612633,6,6,1,0,0,0,0,0,0,0,BENIGN
172.16.0.1,25403,192.168.10.50,80,6,07/07/2017 04:04,4970105,4,0,24,0,4.828871825,0.804811971,0,0,0,0,80,0,0.804811971,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,17599,192.168.10.50,80,6,07/07/2017 03:59,571336,3,5,26,11607,20361.04849,14.00226837,0,0,0,0,72,112,5.250850638,8.75141773,0,5840,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,36537,192.168.10.50,80,6,07/07/2017 04:12,6070682,3,0,12,0,1.976713654,0.494178414,0,0,0,0,72,0,0.494178414,0.0,0,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.3,62248,192.168.10.1,53,17,07/07/2017 03:59,50685,1,1,49,77,2485.942587,39.45940614,0,0,0,0,20,20,19.72970307,19.72970307,49,77,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1,50054,192.168.10.50,80,6,07/07/2017 04:15,642488,3,6,26,11607,18106.17475,14.00804373,0,0,0,0,72,132,4.66934791,9.33869582,0,4380,0,0,0,1,0,0,0,0,DDoS
192.168.10.12,3486,192.168.10.3,53,17,07/07/2017 04:07,243,2,2,64,258,1325102.881,16460.90535,0,0,0,0,40,40,8230.452675,8230.452675,32,129,0,0,0,0,0,0,0,0,BENIGN
192.168.10.50,21,192.168.10.5,56054,6,07/07/2017 03:48,25,1,1,6,6,480000.0,80000.0,0,0,0,0,20,20,40000.0,40000.0,6,6,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,58291,192.168.10.50,80,6,07/07/2017 04:10,36629,3,6,26,11601,317426.0832,245.7069535,0,0,0,0,72,132,81.90231784,163.8046357,0,5840,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,39618,192.168.10.50,80,6,07/07/2017 04:13,54099,3,4,26,11607,215031.7011,129.3924102,0,0,0,0,72,92,55.45389009,73.93852012,0,11595,0,0,0,1,0,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,49874,6,07/07/2017 04:05,81464576,5,9,12982,56,160.0450237,0.171853837,1,0,0,0,112,204,0.061376371,0.110477467,0,11595,0,1,0,0,1,1,0,0,BENIGN
192.168.10.50,80,172.16.0.1,64804,6,07/07/2017 04:05,8240430,1,5,6,30,4.36870406,0.728117343,0,0,0,0,20,100,0.121352891,0.606764453,6,6,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,59181,192.168.10.50,80,6,07/07/2017 04:11,806513,3,4,26,11607,14423.82206,8.679339329,0,0,0,0,72,92,3.719716855,4.959622474,0,11595,0,0,0,1,0,0,0,0,DDoS
192.168.10.9,8806,72.30.2.182,443,6,07/07/2017 03:31,18982,1,1,6,6,632.1778527,105.3629755,0,0,0,0,20,20,52.68148773,52.68148773,6,6,1,0,0,0,1,0,0,0,BENIGN
172.16.0.1,20486,192.168.10.50,80,6,07/07/2017 04:00,8059960,4,0,24,0,2.977682271,0.496280379,0,0,0,0,80,0,0.496280379,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.5,53620,192.168.10.3,53,17,07/07/2017 04:14,46430,4,2,152,230,8227.439156,129.226793,0,0,0,0,128,40,86.15119535,43.07559767,38,115,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1,18023,192.168.10.50,80,6,07/07/2017 03:59,4711116,5,0,30,0,6.36791792,1.061319653,0,0,0,0,100,0,1.061319653,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,18996,192.168.10.50,80,6,07/07/2017 03:59,11169728,5,0,30,0,2.685830846,0.447638474,0,0,0,0,100,0,0.447638474,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,25152,192.168.10.50,80,6,07/07/2017 04:04,3938812,5,0,30,0,7.61650975,1.269418292,0,0,0,0,100,0,1.269418292,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,24726,192.168.10.50,80,6,07/07/2017 04:03,173225,3,5,26,11601,67120.79665,46.18271035,0,0,0,0,72,112,17.31851638,28.86419397,0,7300,0,0,0,1,0,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,61977,6,07/07/2017 04:12,99048361,7,9,11613,62,117.8717132,0.161537251,0,0,0,0,152,192,0.070672548,0.090864704,0,5840,0,0,0,0,1,1,0,0,BENIGN
192.168.10.50,80,172.16.0.1,61418,6,07/07/2017 04:12,26163,7,2,11601,26,444406.2225,343.997248,0,0,0,0,164,40,267.5534151,76.44383289,0,4380,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,51205,192.168.10.50,80,6,07/07/2017 04:16,3951017,5,0,30,0,7.592981756,1.265496959,0,0,0,0,100,0,1.265496959,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,63253,192.168.10.50,80,6,07/07/2017 04:03,80754063,8,5,56,11607,144.4261696,0.160982612,0,0,0,0,172,112,0.099066223,0.061916389,0,7215,0,0,0,0,1,0,0,0,DDoS
192.168.10.9,10102,4.27.248.254,80,6,07/07/2017 04:31,9749908,67,104,3293,160124,16760.8761,17.53862703,0,0,0,0,1364,2092,6.871859714,10.66676732,0,4380,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,51832,192.168.10.50,80,6,07/07/2017 04:08,3988945,5,0,30,0,7.520785571,1.253464262,0,0,0,0,100,0,1.253464262,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.3,61795,192.168.10.1,53,17,07/07/2017 03:45,24714,1,1,41,169,8497.20806,80.92579105,0,0,0,0,20,32,40.46289552,40.46289552,41,169,0,0,0,0,0,0,0,0,BENIGN
192.168.10.12,37854,61.251.165.12,80,6,07/07/2017 04:01,430418,3,4,581,930,3510.540916,16.26326037,0,0,0,0,104,136,6.969968728,9.293291637,0,930,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,49502,192.168.10.50,80,6,07/07/2017 04:06,10075273,8,6,56,11607,1157.586499,1.389540512,0,0,0,0,172,132,0.79402315,0.595517362,0,5840,0,0,0,0,1,0,0,0,DDoS
192.168.10.9,10159,178.255.83.1,80,6,07/07/2017 04:31,52322,3,4,441,871,25075.49406,133.7869348,0,0,0,0,72,92,57.33725775,76.449677,0,859,0,0,0,1,0,0,0,0,BENIGN
192.168.10.50,80,172.16.0.1,59995,6,07/07/2017 04:01,78369344,7,10,11613,68,149.0506288,0.216921555,0,0,0,0,152,212,0.08932064,0.127600915,0,5840,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,31456,192.168.10.50,80,6,07/07/2017 04:08,7315744,4,0,24,0,3.280595931,0.546765989,0,0,0,0,80,0,0.546765989,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,15903,192.168.10.50,80,6,07/07/2017 03:57,302360,3,3,26,11601,38454.1606,19.8438947,0,0,0,0,72,72,9.921947348,9.921947348,0,11595,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,62397,192.168.10.50,80,6,07/07/2017 04:03,1797370,3,5,26,11607,6472.234431,4.450947774,0,0,0,0,72,112,1.669105415,2.781842359,0,7215,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,24047,192.168.10.50,80,6,07/07/2017 04:03,23828,3,6,26,11601,487955.3467,377.7068994,0,0,0,0,72,132,125.9022998,251.8045996,0,4380,0,0,0,1,0,0,0,0,DDoS
192.168.10.12,29445,192.168.10.3,53,17,07/07/2017 04:01,175,2,2,66,98,937142.8571,22857.14286,0,0,0,0,64,64,11428.57143,11428.57143,33,49,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1,65476,192.168.10.50,80,6,07/07/2017 04:04,730338,3,5,26,11607,15928.24144,10.95383234,0,0,0,0,72,112,4.107687126,6.846145209,0,5840,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,62007,192.168.10.50,80,6,07/07/2017 04:14,7178790,4,0,24,0,3.34318179,0.557196965,0,0,0,0,80,0,0.557196965,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,20707,6,07/07/2017 04:01,10754417,1,5,6,30,3.347461792,0.557910299,0,0,0,0,20,100,0.09298505,0.464925249,6,6,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,63384,192.168.10.50,80,6,07/07/2017 04:13,543454,3,5,26,11607,21405.67555,14.72065713,0,0,0,0,72,112,5.520246424,9.200410706,0,7300,0,0,0,1,0,0,0,0,DDoS
192.168.10.9,9434,205.185.208.85,443,6,07/07/2017 03:54,129,2,0,12,0,93023.25581,15503.87597,0,0,0,0,40,0,15503.87597,0.0,6,6,0,0,0,0,1,0,0,0,BENIGN
192.168.10.50,80,172.16.0.1,57414,6,07/07/2017 04:09,627944,6,2,11607,26,18525.53731,12.73998955,0,0,0,0,144,40,9.554992165,3.184997388,0,10135,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,55431,192.168.10.50,80,6,07/07/2017 04:00,3442931,4,0,24,0,6.970804817,1.161800803,0,0,0,0,80,0,1.161800803,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.50,29345,192.168.10.3,53,17,07/07/2017 04:37,155,2,2,46,46,593548.3871,25806.45161,0,0,0,0,64,64,12903.22581,12903.22581,23,23,0,0,0,0,0,0,0,0,BENIGN
192.168.10.16,47471,192.168.10.3,53,17,07/07/2017 03:58,50885,2,2,76,122,3891.127051,78.6086273,0,0,0,0,64,80,39.30431365,39.30431365,38,61,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3,61630,192.168.10.1,53,17,07/07/2017 04:57,60147,1,1,43,59,1695.845179,33.25186626,0,0,0,0,20,20,16.62593313,16.62593313,43,59,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1,62375,192.168.10.50,80,6,07/07/2017 04:12,100137701,9,5,62,11607,116.5295377,0.139807484,0,0,0,0,192,112,0.08987624,0.049931244,0,5840,0,0,0,0,1,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,63005,6,07/07/2017 04:03,80895577,5,9,12982,56,161.1707399,0.173062614,1,0,0,0,112,204,0.061808076,0.111254537,0,11595,0,1,0,0,1,1,0,0,BENIGN
172.16.0.1,38004,192.168.10.50,80,6,07/07/2017 04:12,1268960,4,0,24,0,18.91312571,3.152187618,0,0,0,0,80,0,3.152187618,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.14,55222,192.168.10.3,53,17,07/07/2017 04:13,477126,4,2,168,206,783.8600286,12.57529458,0,0,0,0,80,64,8.383529718,4.191764859,42,103,0,0,0,0,0,0,0,0,BENIGN
34.194.92.111,443,192.168.10.5,55537,6,07/07/2017 03:39,67,1,1,6,6,179104.4776,29850.74627,0,0,0,0,20,20,14925.37313,14925.37313,6,6,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,59752,192.168.10.50,80,6,07/07/2017 04:01,27168,3,4,26,11601,427966.7256,257.656066,0,0,0,0,72,92,110.4240283,147.2320377,0,8760,0,0,0,1,0,0,0,0,DDoS
192.168.10.17,54167,199.167.65.25,443,6,07/07/2017 03:31,20270611,21,16,1115,22030,1141.800807,1.825302651,0,0,0,0,728,520,1.035982586,0.789320065,0,2947,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,59576,192.168.10.50,80,6,07/07/2017 04:01,623654,3,5,26,11607,18652.97104,12.82762557,0,0,0,0,72,112,4.81035959,8.017265984,0,7300,0,0,0,1,0,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,65414,6,07/07/2017 04:14,840757,6,2,11607,26,13836.34035,9.515234485,0,0,0,0,144,40,7.136425864,2.378808621,0,10135,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,57560,192.168.10.50,80,6,07/07/2017 04:11,5330864,4,0,24,0,4.502084465,0.750347411,0,0,0,0,80,0,0.750347411,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,25794,192.168.10.50,80,6,07/07/2017 04:04,106684,3,4,26,11601,108985.4149,65.61433767,0,0,0,0,72,92,28.12043043,37.49390724,0,5840,0,0,0,1,0,0,0,0,DDoS
192.168.10.15,59885,95.163.95.109,443,6,07/07/2017 04:29,89718,2,0,12,0,133.7524243,22.29207071,0,0,0,0,40,0,22.29207071,0.0,6,6,0,0,0,0,1,0,0,0,BENIGN
192.168.10.5,56422,23.206.175.81,80,6,07/07/2017 04:23,115763300,85,105,5700,171061,1526.917425,1.641280095,0,0,0,0,1712,2244,0.734256885,0.90702321,0,4380,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,55610,192.168.10.50,80,6,07/07/2017 04:00,7839863,4,0,24,0,3.061277984,0.510212997,0,0,0,0,80,0,0.510212997,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,49224,192.168.10.50,80,6,07/07/2017 04:05,81007745,8,5,56,11607,143.9738879,0.160478483,0,0,0,0,172,112,0.098755989,0.061722493,0,7215,0,0,0,0,1,0,0,0,DDoS
109.201.130.58,56631,192.168.10.5,443,6,07/07/2017 04:37,8996399,3,0,0,0,0.0,0.333466757,0,0,0,0,92,0,0.333466757,0.0,0,0,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,22587,192.168.10.50,80,6,07/07/2017 04:02,39892,3,5,26,11607,291612.3534,200.5414619,0,0,0,0,72,112,75.20304823,125.3384137,0,7215,0,0,0,1,0,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,64858,6,07/07/2017 04:16,1802105,1,6,6,36,23.30607817,3.884346362,0,0,0,0,20,120,0.554906623,3.329439739,6,6,0,0,0,0,1,1,0,0,BENIGN
74.119.118.82,80,192.168.10.15,58301,6,07/07/2017 03:46,4,2,0,12,0,3000000.0,500000.0,0,0,0,0,40,0,500000.0,0.0,6,6,0,0,0,0,1,0,0,0,BENIGN
192.168.10.14,57841,172.217.11.2,443,6,07/07/2017 03:31,71898,4,1,213,0,2962.530251,69.54296364,0,0,0,0,92,32,55.63437091,13.90859273,0,201,0,0,0,1,0,0,0,0,BENIGN
192.168.10.50,80,172.16.0.1,64794,6,07/07/2017 04:16,70359,1,5,6,30,511.6616211,85.27693685,0,0,0,0,20,100,14.21282281,71.06411404,6,6,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,63677,192.168.10.50,80,6,07/07/2017 04:15,4824882,5,0,30,0,6.217768642,1.036294774,0,0,0,0,100,0,1.036294774,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,50798,192.168.10.50,80,6,07/07/2017 03:57,11133710,5,0,30,0,2.694519617,0.449086603,0,0,0,0,100,0,0.449086603,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,60316,192.168.10.50,80,6,07/07/2017 04:01,80163239,8,5,56,11607,145.4906282,0.162169096,0,0,0,0,172,112,0.099796367,0.062372729,0,10135,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,29286,192.168.10.50,80,6,07/07/2017 04:07,280551,3,5,26,11607,41464.83171,28.51531451,0,0,0,0,72,112,10.69324294,17.82207157,0,7300,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,52369,192.168.10.50,80,6,07/07/2017 03:57,21906,3,5,26,11601,530767.8262,365.1967497,0,0,0,0,72,112,136.9487812,228.2479686,0,5840,0,0,0,1,0,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,37547,6,07/07/2017 04:12,5927949,1,5,6,30,6.072926741,1.012154457,0,0,0,0,20,100,0.168692409,0.843462047,6,6,0,0,0,0,1,1,0,0,BENIGN
192.168.10.15,57901,192.168.10.3,53,17,07/07/2017 04:29,48058,4,2,184,190,7782.263099,124.8491406,0,0,0,0,80,64,83.23276041,41.61638021,46,95,0,0,0,0,0,0,0,0,BENIGN
209.85.232.157,443,192.168.10.12,54240,6,07/07/2017 04:40,5892,3,1,38,6,7467.752885,678.8866259,0,0,0,0,96,20,509.1649695,169.7216565,0,38,0,0,0,0,1,0,0,0,BENIGN
192.168.10.9,8712,172.217.3.98,443,6,07/07/2017 03:31,5310826,5,1,135,46,34.08132746,1.129767761,1,0,0,0,100,20,0.941473134,0.188294627,6,46,0,1,0,0,1,0,0,0,BENIGN
172.16.0.1,14629,192.168.10.50,80,6,07/07/2017 03:57,662083,3,6,26,11601,17561.24232,13.59346185,0,0,0,0,72,132,4.531153949,9.062307898,0,4380,0,0,0,1,0,0,0,0,DDoS
192.168.10.15,59945,91.216.195.218,443,6,07/07/2017 04:29,16455249,11,11,1340,6909,501.299008,1.33695941,0,0,0,0,232,244,0.668479705,0.668479705,0,2282,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,57869,192.168.10.50,80,6,07/07/2017 04:10,226790,3,6,26,11607,51294.14877,39.68428943,0,0,0,0,72,132,13.22809648,26.45619295,0,4380,0,0,0,1,0,0,0,0,DDoS
192.168.10.12,40306,119.205.194.11,80,6,07/07/2017 03:53,15620329,8,7,1471,441,122.4045921,0.960287072,0,0,0,0,180,152,0.512153105,0.448133967,0,728,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,29854,192.168.10.50,80,6,07/07/2017 04:07,530951,3,5,26,11607,21909.74308,15.06730376,0,0,0,0,72,112,5.650238911,9.417064852,0,5840,0,0,0,1,0,0,0,0,DDoS
192.168.10.25,53981,61.251.165.12,80,6,07/07/2017 04:54,415778,3,4,576,909,3571.617546,16.83590762,0,0,0,0,108,136,7.215388982,9.620518642,0,909,0,0,0,1,0,0,0,0,BENIGN
192.168.10.12,58982,38.72.130.155,80,6,07/07/2017 04:15,5033662,3,1,0,0,0.0,0.794650098,0,0,0,0,104,40,0.595987573,0.198662524,0,0,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,58146,192.168.10.50,80,6,07/07/2017 04:12,8068694,5,0,30,0,3.71807383,0.619678972,0,0,0,0,100,0,0.619678972,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,64817,192.168.10.50,80,6,07/07/2017 04:14,1860401,3,5,26,11607,6252.952992,4.300148194,0,0,0,0,72,112,1.612555573,2.687592621,0,5840,0,0,0,1,0,0,0,0,DDoS
192.168.10.9,52446,192.168.10.3,53,17,07/07/2017 03:36,182,2,2,60,172,1274725.275,21978.02198,0,0,0,0,64,64,10989.01099,10989.01099,30,86,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1,52075,192.168.10.50,80,6,07/07/2017 03:58,2680322,5,0,30,0,11.19268506,1.86544751,0,0,0,0,100,0,1.86544751,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,32764,192.168.10.50,80,6,07/07/2017 04:09,1341729,3,4,26,11607,8670.156194,5.217148918,0,0,0,0,72,92,2.235920965,2.981227953,0,11595,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,22765,192.168.10.50,80,6,07/07/2017 04:02,52173,3,4,26,11607,222969.7353,134.1690146,0,0,0,0,72,92,57.50100627,76.66800836,0,11595,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,52883,192.168.10.50,80,6,07/07/2017 03:57,1791744,3,5,26,11601,6489.20828,4.464923561,0,0,0,0,72,112,1.674346335,2.790577225,0,4380,0,0,0,1,0,0,0,0,DDoS
192.168.10.15,58864,69.172.216.55,443,6,07/07/2017 03:58,199873,25,34,1163,57732,294662.1104,295.187444,0,0,0,0,512,692,125.0794254,170.1080186,0,2920,0,0,0,1,0,0,0,0,BENIGN
192.168.10.50,80,172.16.0.1,64892,6,07/07/2017 04:04,82253844,5,9,11613,62,141.9386552,0.170204811,0,0,0,0,112,192,0.060787433,0.109417379,0,11595,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,32498,192.168.10.50,80,6,07/07/2017 04:09,327180,3,5,26,11601,35537.01326,24.45137233,0,0,0,0,72,112,9.169264625,15.28210771,0,7300,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,33073,192.168.10.50,80,6,07/07/2017 04:09,879330,3,5,26,11607,13229.39056,9.097835852,0,0,0,0,72,112,3.411688445,5.686147408,0,8675,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,61755,192.168.10.50,80,6,07/07/2017 04:14,5070309,5,0,30,0,5.916799154,0.986133192,0,0,0,0,100,0,0.986133192,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.9,52566,192.168.10.3,53,17,07/07/2017 04:47,162,2,2,60,188,1530864.198,24691.35802,0,0,0,0,40,40,12345.67901,12345.67901,30,94,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1,60802,192.168.10.50,80,6,07/07/2017 04:13,5112935,4,0,24,0,4.693977138,0.782329523,0,0,0,0,80,0,0.782329523,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,31198,192.168.10.50,80,6,07/07/2017 04:08,4013908,5,0,30,0,7.474012857,1.24566881,0,0,0,0,100,0,1.24566881,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,64896,192.168.10.50,80,6,07/07/2017 04:04,82661964,8,6,56,11607,141.0927038,0.169364473,0,0,0,0,172,132,0.096779699,0.072584774,0,5840,0,0,0,0,1,0,0,0,DDoS
192.168.10.3,60459,192.168.10.1,53,17,07/07/2017 04:27,30433,1,1,44,91,4435.974107,65.71813492,0,0,0,0,20,20,32.85906746,32.85906746,44,91,0,0,0,0,0,0,0,0,BENIGN
192.168.10.3,60507,192.168.10.1,53,17,07/07/2017 04:45,654,1,1,52,244,452599.3884,3058.103976,0,0,0,0,32,32,1529.051988,1529.051988,52,244,0,0,0,0,0,0,0,0,BENIGN
172.16.0.1,26727,192.168.10.50,80,6,07/07/2017 04:05,11970689,4,0,24,0,2.004897128,0.334149521,0,0,0,0,80,0,0.334149521,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.50,80,172.16.0.1,59338,6,07/07/2017 04:02,11868938,1,6,6,36,3.538648529,0.589774755,0,0,0,0,20,120,0.084253536,0.505521218,6,6,0,0,0,0,1,1,0,0,BENIGN
172.16.0.1,54910,192.168.10.50,80,6,07/07/2017 03:58,444276,3,5,26,11601,26170.66868,18.00682459,0,0,0,0,72,112,6.75255922,11.25426537,0,4380,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,56797,192.168.10.50,80,6,07/07/2017 03:59,84721,3,6,26,11607,137309.5218,106.2310407,0,0,0,0,72,132,35.4103469,70.82069381,0,5840,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,63147,192.168.10.50,80,6,07/07/2017 04:13,100705393,9,6,62,11601,115.8130628,0.148949322,0,0,0,0,192,132,0.089369593,0.059579729,0,5840,0,0,0,0,1,0,0,0,DDoS
192.168.10.3,62508,192.168.10.1,53,17,07/07/2017 04:02,59479,1,1,54,121,2942.214899,33.62531314,0,0,0,0,32,32,16.81265657,16.81265657,54,121,0,0,0,0,0,0,0,0,BENIGN
192.168.10.50,80,172.16.0.1,62771,6,07/07/2017 04:13,146965,7,2,11607,26,79154.90083,61.23907053,0,0,0,0,164,40,47.63038819,13.60868234,0,4380,0,0,0,1,0,0,0,0,BENIGN
198.8.71.205,443,192.168.10.9,9854,6,07/07/2017 04:16,5284147,2,0,12,0,2.270943636,0.378490606,0,0,0,0,40,0,0.378490606,0.0,6,6,0,0,0,0,1,0,0,0,BENIGN
172.16.0.1,33743,192.168.10.50,80,6,07/07/2017 04:10,26471,3,5,26,11607,439462.0528,302.2175211,0,0,0,0,72,112,113.3315704,188.8859507,0,5840,0,0,0,1,0,0,0,0,DDoS
192.168.10.9,10143,172.217.6.196,443,6,07/07/2017 04:34,4607161,6,2,135,92,49.2711238,1.736427271,1,0,0,0,132,40,1.302320453,0.434106818,0,46,0,1,0,0,1,0,0,0,BENIGN
172.16.0.1,57489,192.168.10.50,80,6,07/07/2017 04:11,7644967,5,0,30,0,3.924150359,0.65402506,0,0,0,0,100,0,0.65402506,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,51799,192.168.10.50,80,6,07/07/2017 03:56,71419022,8,5,56,11601,163.2198212,0.182024335,0,0,0,0,172,112,0.112014976,0.07000936,0,5840,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,19242,192.168.10.50,80,6,07/07/2017 04:00,1880119,3,5,26,11607,6187.37431,4.255049813,0,0,0,0,72,112,1.59564368,2.659406133,0,7215,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,53681,192.168.10.50,80,6,07/07/2017 04:07,88580907,8,4,56,11601,131.5972075,0.135469374,0,0,0,0,172,92,0.090312916,0.045156458,0,8760,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,35929,192.168.10.50,80,6,07/07/2017 04:11,437885,3,6,26,11601,26552.63368,20.55334163,0,0,0,0,72,132,6.851113877,13.70222775,0,5840,0,0,0,1,0,0,0,0,DDoS
172.16.0.1,51114,192.168.10.50,80,6,07/07/2017 04:07,8284824,4,0,24,0,2.896862987,0.482810498,0,0,0,0,80,0,0.482810498,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
192.168.10.12,49336,119.205.194.14,80,6,07/07/2017 04:11,16820762,11,9,2464,1005,206.2332253,1.189006776,0,0,0,0,240,192,0.653953727,0.535053049,0,607,0,0,0,1,0,0,0,0,BENIGN
172.16.0.1,61851,192.168.10.50,80,6,07/07/2017 04:04,8065507,8,5,56,11601,1445.29042,1.611801961,0,0,0,0,172,112,0.99187813,0.619923831,0,8760,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,53608,192.168.10.50,80,6,07/07/2017 04:09,4997878,4,0,24,0,4.802037985,0.800339664,0,0,0,0,80,0,0.800339664,0.0,6,6,0,0,0,0,1,0,0,0,DDoS
172.16.0.1,52185,192.168.10.50,80,6,07/07/2017 03:56,71974254,8,5,56,11601,161.9606922,0.180620142,0,0,0,0,172,112,0.111150857,0.069469286,0,5840,0,0,0,0,1,0,0,0,DDoS
